sample_id	h0	h1	h2
SRS8850299	4404.0	1660.9464368246931	1130.2045160806897
SRS8850300	3572.0	1591.6988357664106	1087.6983296595376
SRS8850301	3465.0	1581.370406036173	1089.8782522998872
SRS8850302	3516.0	1500.4396546061614	1027.334928803718
SRS8850303	4299.0	1598.3565614122263	1100.1328149853266
SRS8850304	3734.0	1522.9185269032653	1059.269196867155
SRS8850305	4503.0	1585.2146414997853	1092.56018616065
SRS8850306	4461.0	1556.8122106474975	1082.371954427323
SRS8850307	3599.0	1600.4385704263734	1100.7282820704631
SRS8850308	3487.0	1537.8352795545102	1070.3712966948997
SRS8850309	3488.0	1534.00410114287	1072.5638395793885
SRS8850310	3542.0	1527.7859459108456	1061.2512239798234
SRS8850311	3402.0	1522.9387508173204	1054.1285378154596
SRS8850312	4316.0	1463.355521996422	1016.5135304617243
SRS8850313	3792.0	1543.5463212208879	1058.234774650098
SRS8850314	3798.0	1737.4915982925452	1224.6471204732604
SRS8850315	3798.0	1741.2120719182487	1241.8381949371364
SRS8850316	3826.0	1845.3566442219335	1301.2684550031515
SRS8850317	3563.0	1591.9784514503506	1118.5116368102954
SRS8850318	4355.0	1550.1067230857163	1077.3454551859036
SRS8850319	3389.0	1542.0210017382767	1083.7577623674158
SRS8850320	4542.0	1635.1378937775917	1112.7122971478323
SRS8850321	3845.0	1641.2324345723607	1113.8274214222315
SRS8850322	3463.0	1585.2345274305412	1097.4888841252782
SRS8850323	4403.0	1504.0765007957245	1041.6519852611245
SRS8850324	3564.0	1616.2288256581649	1113.716374438027
SRS8850325	3943.0	1634.6626422423676	1140.6872358430335
SRS8850326	3507.0	1548.3143898854196	1066.4394441021657
SRS8850327	4440.0	1617.96787861828	1104.0399219629085
SRS8850328	4497.0	1745.4391484189985	1212.0530779228259
SRS8850329	4393.0	1526.4115234729638	1059.4048182614642
SRS8850330	4343.0	1526.2435334058173	1062.6590869281192
SRS8850331	4448.0	1860.2995036194432	1206.1026671059994
SRS8850332	4290.0	1624.910668603406	1106.1368742039915
SRS8850333	4484.0	1592.3842524294985	1101.4197513860797
SRS8850334	4669.0	1759.823619395119	1232.431661662335
SRS8850335	3487.0	1428.2204196556247	982.9568467131628
SRS8850336	4551.0	1681.2074227277499	1161.464761390307
SRS8850337	4300.0	1400.6350769647404	981.3459447953521
SRS8850338	4522.0	1471.4239156749609	1003.2437638220194
SRS8850339	3338.0	1287.2130355051663	899.9122042103456
SRS8850340	4062.0	1523.1437334384434	1076.7594114822855
SRS8850341	4276.0	1552.6909160645916	1094.4074769050644
SRS8850342	3313.0	1451.2231806496127	1040.0671302253181
SRS8850343	3699.0	1541.4957267237587	1091.8537446735377
SRS8850344	3930.0	1477.7377573526812	1054.7225475143564
