ASV_ID	OTU_ID
ASV2550063	ASV1103371
ASV2550213	ASV3236019
ASV2550274	ASV1103399
ASV2550300	ASV1103315
ASV2550325	ASV3236115
ASV2550348	ASV3236134
ASV2550414	ASV3236181
ASV2550417	ASV3236181
ASV2550506	ASV3236273
ASV2550631	ASV3236406
ASV2551205	ASV3236797
ASV2551807	ASV3237240
ASV2551828	ASV3236579
ASV2551877	ASV142414
ASV2551910	ASV3237326
ASV2551937	ASV3237335
ASV2551950	ASV3237335
ASV2551952	ASV3237335
ASV2552021	ASV3237923
ASV2552097	ASV3237326
ASV2552114	ASV3237326
ASV2552123	ASV3237326
ASV2552127	ASV3237326
ASV2552130	ASV3237326
ASV2552139	ASV3237326
ASV2552176	ASV3237488
ASV2552192	ASV1104021
ASV2552195	ASV3237506
ASV2552232	ASV3237528
ASV2552265	ASV3237541
ASV2552268	ASV3237541
ASV2552304	ASV3237559
ASV2552310	ASV1104060
ASV2552314	ASV3237562
ASV2552318	ASV3237562
ASV2552322	ASV3237559
ASV2552332	ASV1104058
ASV2552334	ASV1104058
ASV2552365	ASV3237335
ASV2552368	ASV3237335
ASV2552381	ASV3237579
ASV2552444	ASV3237335
ASV2552448	ASV3237335
ASV2552472	ASV1104072
ASV2552511	ASV3237609
ASV2552515	ASV3237609
ASV2552621	ASV3243910
ASV2552626	ASV3243910
ASV2552679	ASV3237661
ASV2552682	ASV1104124
ASV2552685	ASV3237661
ASV2552700	ASV3237661
ASV2552705	ASV69481
ASV2552722	ASV3243923
ASV2552727	ASV1104119
ASV2552763	ASV42964
ASV2552779	ASV1104157
ASV2552782	ASV3237700
ASV2552795	ASV3238490
ASV2552836	ASV3243944
ASV2552885	ASV43146
ASV2552889	ASV43146
ASV2552902	ASV3237747
ASV2552910	ASV3237741
ASV2552913	ASV3237741
ASV2552930	ASV3237757
ASV2552938	ASV3237757
ASV2552942	ASV3237722
ASV2552957	ASV3237741
ASV2552959	ASV3237757
ASV2552968	ASV3237741
ASV2552977	ASV3237757
ASV2552991	ASV3237722
ASV2553094	ASV3237372
ASV2553103	ASV3237372
ASV2553112	ASV3237372
ASV2553114	ASV3237372
ASV2553159	ASV1104239
ASV2553172	ASV146864
ASV2553179	ASV1104060
ASV2553185	ASV3237916
ASV2553190	ASV3237923
ASV2553206	ASV3237923
ASV2553220	ASV1104262
ASV2553257	ASV3237961
ASV2553260	ASV3237961
ASV2553516	ASV148911
ASV2553536	ASV1104347
ASV2553585	ASV3243910
ASV2553591	ASV3238339
ASV2553627	ASV1104347
ASV2553733	ASV3237404
ASV2553753	ASV3238442
ASV2553771	ASV3238450
ASV2553783	ASV3238464
ASV2553787	ASV3244270
ASV2553798	ASV3238460
ASV2553801	ASV3244270
ASV2553839	ASV3238490
ASV2554120	ASV3238527
ASV2555071	ASV142241
ASV2555883	ASV3240309
ASV2555886	ASV3240309
ASV256732	ASV3236063
ASV256733	ASV3236093
ASV256737	ASV3236307
ASV256756	ASV3237326
ASV256757	ASV3237484
ASV256760	ASV3237617
ASV256761	ASV42964
ASV256764	ASV3237722
ASV256767	ASV3237868
ASV256768	ASV1104262
ASV256779	ASV3238285
ASV256780	ASV3243910
ASV283878	ASV1103459
ASV284534	ASV1103631
ASV2937814	ASV3235950
ASV2937895	ASV3235950
ASV2939261	ASV1103399
ASV2939373	ASV69215
ASV2944514	ASV3236406
ASV2944557	ASV3236406
ASV2957424	ASV3237240
ASV2957427	ASV3237240
ASV2957659	ASV3236579
ASV2962692	ASV2552519
ASV2963409	ASV3243910
ASV2963448	ASV3243910
ASV2963492	ASV3243910
ASV2966091	ASV3237757
ASV2968319	ASV3237961
ASV2968335	ASV3237961
ASV2972298	ASV148911
ASV2974983	ASV3238450
ASV2975021	ASV3238450
ASV2994469	ASV142241
ASV3162	ASV3238291
ASV3163	ASV3238291
ASV36920	ASV3236607
ASV36926	ASV3236630
ASV36938	ASV3236736
ASV36940	ASV3236736
ASV36941	ASV3236736
ASV36948	ASV3236736
ASV36950	ASV3236736
ASV36952	ASV3236736
ASV36962	ASV1103668
ASV36965	ASV138601
ASV36973	ASV3236810
ASV36974	ASV3236810
ASV36976	ASV3236821
ASV36977	ASV3236810
ASV36979	ASV3236810
ASV36997	ASV3236997
ASV37001	ASV3236589
ASV37073	ASV3243858
ASV37312	ASV1103315
ASV4082	ASV3238291
ASV4471	ASV3238291
ASV56524	ASV1103459
ASV56528	ASV1103459
ASV56529	ASV1103465
ASV56575	ASV3236390
ASV56670	ASV56669
ASV56681	ASV3236736
ASV56683	ASV3236766
ASV56695	ASV3236817
ASV56696	ASV3236817
ASV56709	ASV3236896
ASV56740	ASV1103802
ASV56928	ASV3243910
ASV57163	ASV1104388
ASV9201	ASV3238291
ASV102398	ASV1103970
ASV102559	ASV3243910
ASV103609	ASV142109
ASV103621	ASV3239689
ASV1198129	ASV3235950
ASV1198158	ASV3235950
ASV1198391	ASV1103465
ASV1198859	ASV128159
ASV1199063	ASV3236589
ASV1199070	ASV137323
ASV1199104	ASV1103638
ASV1199125	ASV3236623
ASV1199153	ASV3236630
ASV1199159	ASV3236598
ASV1199164	ASV3236598
ASV1199173	ASV3236633
ASV1199177	ASV3236633
ASV1199185	ASV3236660
ASV1199196	ASV3236662
ASV1199209	ASV3236688
ASV1199253	ASV3236736
ASV1199255	ASV3236736
ASV1199258	ASV3236736
ASV1199264	ASV3236743
ASV1199269	ASV3236736
ASV1199271	ASV3236736
ASV1199273	ASV3236736
ASV1199277	ASV3236736
ASV1199287	ASV3236743
ASV1199291	ASV3236771
ASV1199335	ASV41879
ASV1199341	ASV1103668
ASV1199359	ASV138601
ASV1199363	ASV138601
ASV1199366	ASV3236801
ASV1199380	ASV3236810
ASV1199383	ASV3236810
ASV1199391	ASV3236821
ASV1199403	ASV3236817
ASV1199433	ASV837683
ASV1199481	ASV139167
ASV1199499	ASV3236940
ASV1199510	ASV139244
ASV1199528	ASV3236948
ASV1199532	ASV3236948
ASV1199534	ASV3236948
ASV1199580	ASV139469
ASV1199589	ASV3236997
ASV1199591	ASV3236997
ASV1199594	ASV3236997
ASV1199597	ASV3236997
ASV1199622	ASV3236589
ASV1199633	ASV3237040
ASV1199649	ASV3237044
ASV1199812	ASV3237192
ASV1199818	ASV3237197
ASV1199863	ASV3236579
ASV1199870	ASV3236579
ASV1199875	ASV3236579
ASV1200205	ASV3237508
ASV1200500	ASV3237645
ASV1200508	ASV3243910
ASV1200512	ASV3243910
ASV1200587	ASV3237681
ASV1201033	ASV1104219
ASV1201069	ASV1103951
ASV1201102	ASV3237990
ASV1201442	ASV3238359
ASV1201497	ASV1104385
ASV1201517	ASV1104395
ASV1270006	ASV1103315
ASV1314166	ASV1105086
ASV1314170	ASV3240284
ASV13732	ASV3236406
ASV1387695	ASV3238030
ASV1423954	ASV3238053
ASV1423961	ASV3238030
ASV14402	ASV3238055
ASV17437	ASV3235950
ASV17439	ASV3236034
ASV17443	ASV69215
ASV17461	ASV3236406
ASV17462	ASV3236406
ASV18543	ASV3238055
ASV25044	ASV3236076
ASV25138	ASV3237240
ASV25139	ASV3236579
ASV25191	ASV3243910
ASV25193	ASV3243910
ASV25195	ASV3237657
ASV25249	ASV3237961
ASV25289	ASV3238450
ASV2550010	ASV3235908
ASV2550064	ASV1103371
ASV2550214	ASV3236019
ASV2550222	ASV3236063
ASV2550305	ASV3236093
ASV2550326	ASV3236115
ASV2550349	ASV3236134
ASV2550415	ASV3236181
ASV2550418	ASV3236181
ASV2550507	ASV3236273
ASV2550527	ASV3236307
ASV2550532	ASV3243300
ASV2550547	ASV3236307
ASV2550556	ASV3243300
ASV2550564	ASV111395
ASV2550568	ASV3243300
ASV2550574	ASV3236363
ASV2550936	ASV1103643
ASV2551197	ASV3236797
ASV2551423	ASV3236972
ASV2551878	ASV142414
ASV2551989	ASV3237757
ASV2552047	ASV3237405
ASV2552098	ASV3237326
ASV2552115	ASV3237326
ASV2552128	ASV3237326
ASV2552131	ASV3237326
ASV2552140	ASV3237326
ASV2552151	ASV3237326
ASV2552171	ASV3237484
ASV2552177	ASV3237488
ASV2552187	ASV3237493
ASV2552193	ASV1104021
ASV2552196	ASV3237506
ASV2552233	ASV3237528
ASV2552254	ASV1104060
ASV2552266	ASV3237541
ASV2552269	ASV3237541
ASV2552305	ASV3237559
ASV2552307	ASV3237559
ASV2552308	ASV1104060
ASV2552311	ASV1104060
ASV2552315	ASV3237562
ASV2552319	ASV3237562
ASV2552323	ASV3237559
ASV2552335	ASV1104058
ASV2552366	ASV3237335
ASV2552369	ASV3237335
ASV2552431	ASV1104060
ASV2552445	ASV3237335
ASV2552449	ASV3237335
ASV2552473	ASV1104072
ASV2552485	ASV3237335
ASV2552486	ASV3237335
ASV2552512	ASV3237609
ASV2552516	ASV3237609
ASV2552552	ASV3237614
ASV2552569	ASV3237617
ASV2552574	ASV2552519
ASV2552606	ASV42964
ASV2552678	ASV3237661
ASV2552680	ASV3237661
ASV2552686	ASV3237661
ASV2552693	ASV1104072
ASV2552701	ASV3237661
ASV2552704	ASV69481
ASV2552706	ASV69481
ASV2552710	ASV69481
ASV2552723	ASV3243923
ASV2552728	ASV1104119
ASV2552733	ASV1104119
ASV2552764	ASV42964
ASV2552770	ASV1104147
ASV2552780	ASV1104157
ASV2552783	ASV3237700
ASV2552796	ASV3238490
ASV2552801	ASV145767
ASV2552811	ASV3237707
ASV2552818	ASV3237707
ASV2552837	ASV3243944
ASV2552876	ASV3237722
ASV2552886	ASV43146
ASV2552890	ASV43146
ASV2552898	ASV3237741
ASV2552903	ASV3237747
ASV2552914	ASV3237741
ASV2552943	ASV3237722
ASV2552958	ASV3237741
ASV2552960	ASV3237757
ASV2552969	ASV3237741
ASV2552972	ASV43146
ASV2552978	ASV3237757
ASV2552981	ASV3237741
ASV2552992	ASV3237722
ASV2553047	ASV3237784
ASV2553063	ASV3237868
ASV2553104	ASV3237372
ASV2553113	ASV3237372
ASV2553115	ASV3237372
ASV2553160	ASV1104239
ASV2553162	ASV1104239
ASV2553173	ASV146864
ASV2553180	ASV1104060
ASV2553182	ASV1104060
ASV2553191	ASV3237923
ASV2553218	ASV1104262
ASV2553221	ASV1104262
ASV2553226	ASV3237372
ASV2553248	ASV3237951
ASV2553529	ASV1104325
ASV2553531	ASV3238285
ASV2553534	ASV1104295
ASV2553537	ASV1104347
ASV2553569	ASV3243910
ASV2553586	ASV3243910
ASV2553592	ASV3238339
ASV2553594	ASV3238339
ASV2553602	ASV149542
ASV2553628	ASV1104347
ASV2553652	ASV3238385
ASV2553734	ASV3237404
ASV2553754	ASV3238442
ASV2553784	ASV3238464
ASV2553788	ASV3244270
ASV2553796	ASV3238460
ASV2553799	ASV3238460
ASV2553802	ASV3244270
ASV2553840	ASV3238490
ASV2553848	ASV3238490
ASV2554121	ASV3238527
ASV2554128	ASV3238527
ASV2554808	ASV2554807
ASV2555887	ASV3240309
ASV2555899	ASV3240309
ASV256782	ASV3236164
ASV2937637	ASV3235908
ASV2938353	ASV1103371
ASV2938854	ASV3236019
ASV2938975	ASV3236063
ASV2939127	ASV3236019
ASV2939131	ASV3236063
ASV2939550	ASV3236093
ASV2939659	ASV3236115
ASV2939800	ASV3236134
ASV2940110	ASV3236168
ASV2940235	ASV3236181
ASV2940269	ASV3236181
ASV2942636	ASV3236273
ASV2942780	ASV3236307
ASV2943027	ASV3236307
ASV2949831	ASV1103643
ASV2951527	ASV3236797
ASV2958706	ASV142414
ASV2958791	ASV3237326
ASV2958847	ASV3237335
ASV2958872	ASV3237335
ASV2958896	ASV1103938
ASV2959005	ASV3237722
ASV2959021	ASV3237757
ASV2959340	ASV3237405
ASV2959720	ASV3237326
ASV2960392	ASV3237326
ASV2960432	ASV3237326
ASV2960466	ASV3237326
ASV2960520	ASV3237326
ASV2960570	ASV3237326
ASV2960638	ASV3237326
ASV2960996	ASV3237484
ASV2961057	ASV3237326
ASV2961058	ASV3237326
ASV2961059	ASV3237326
ASV2961095	ASV3237488
ASV2961162	ASV3237493
ASV2961214	ASV1104021
ASV2961261	ASV3237506
ASV2961452	ASV3237528
ASV2961686	ASV3237541
ASV2961704	ASV3237541
ASV2961853	ASV3237559
ASV2961920	ASV1104060
ASV2961956	ASV3237562
ASV2961978	ASV3237559
ASV2962001	ASV3237661
ASV2962066	ASV1104058
ASV2962111	ASV3237335
ASV2962118	ASV3237335
ASV2962309	ASV1104060
ASV2962372	ASV3237335
ASV2962412	ASV3237335
ASV2962647	ASV3237609
ASV2962883	ASV3237614
ASV2963006	ASV3237617
ASV2963037	ASV3237617
ASV2963072	ASV2552519
ASV2963304	ASV42964
ASV2963335	ASV42964
ASV2964073	ASV3237661
ASV2964110	ASV3237661
ASV2964147	ASV1104072
ASV2964185	ASV3237661
ASV2964229	ASV69481
ASV2964367	ASV3243923
ASV2964419	ASV1104119
ASV2964655	ASV1104147
ASV2964732	ASV3237700
ASV2964770	ASV3238490
ASV2964851	ASV2552805
ASV2964903	ASV3237722
ASV2964929	ASV3237707
ASV2964990	ASV3237707
ASV2965015	ASV3243944
ASV2965041	ASV3243944
ASV2965131	ASV3237716
ASV2965350	ASV3237722
ASV2965384	ASV3237722
ASV2965536	ASV43146
ASV2965594	ASV43146
ASV2965820	ASV3237741
ASV2965879	ASV3237747
ASV2965899	ASV3237722
ASV2965930	ASV3237741
ASV2966099	ASV3237722
ASV2966159	ASV3237741
ASV2966193	ASV3237757
ASV2966244	ASV3237741
ASV2966301	ASV3237757
ASV2966320	ASV3237741
ASV2966840	ASV3237784
ASV2966895	ASV3237868
ASV2966941	ASV3237868
ASV2967181	ASV3237372
ASV2967252	ASV3237372
ASV2967289	ASV3237372
ASV2967305	ASV3237372
ASV2967339	ASV3237372
ASV2967448	ASV1104239
ASV2967452	ASV1104239
ASV2967486	ASV146864
ASV2967543	ASV1104060
ASV2967556	ASV1104060
ASV2967608	ASV3237923
ASV2967778	ASV1104262
ASV2967814	ASV1104262
ASV2972525	ASV1104325
ASV2972566	ASV3238285
ASV2972649	ASV1104347
ASV2973224	ASV3243910
ASV2973518	ASV3238339
ASV2973552	ASV149542
ASV2973862	ASV1104347
ASV2974780	ASV3237404
ASV2974805	ASV3238464
ASV2975144	ASV3238462
ASV2975222	ASV3238464
ASV2975315	ASV3244270
ASV2975494	ASV3238460
ASV2975508	ASV3238460
ASV2975542	ASV3244270
ASV2975637	ASV1104441
ASV2975812	ASV3238490
ASV2977319	ASV2554097
ASV2977426	ASV3238527
ASV2990786	ASV2554807
ASV2994578	ASV3239800
ASV3002811	ASV3240309
ASV3002857	ASV3240309
ASV36809	ASV3235950
ASV36818	ASV1103399
ASV36836	ASV1103399
ASV37025	ASV3237240
ASV37033	ASV3237240
ASV37196	ASV3237961
ASV37260	ASV148911
ASV37291	ASV3238450
ASV37308	ASV1104477
ASV37470	ASV3239689
ASV37473	ASV3239689
ASV37476	ASV3239767
ASV37477	ASV3239800
ASV552284	ASV3238050
ASV552404	ASV3238055
ASV56479	ASV3235950
ASV56485	ASV3235976
ASV56495	ASV3236034
ASV56790	ASV3237240
ASV56794	ASV3237240
ASV57191	ASV3238450
ASV57219	ASV1104477
ASV57220	ASV1104477
ASV57467	ASV142109
ASV57471	ASV3239689
ASV57473	ASV3239767
ASV57478	ASV1104988
ASV5911	ASV3238291
ASV62729	ASV3238030
ASV101737	ASV3236063
ASV101773	ASV3236084
ASV102373	ASV145767
ASV102383	ASV3237405
ASV102445	ASV3237481
ASV102457	ASV3237493
ASV102481	ASV1104060
ASV102496	ASV1104060
ASV102696	ASV3243910
ASV102752	ASV1104262
ASV102939	ASV1104347
ASV102940	ASV3238285
ASV102941	ASV1104295
ASV102961	ASV3243910
ASV102962	ASV3243910
ASV102964	ASV3243910
ASV103619	ASV886638
ASV1198137	ASV3235950
ASV1198142	ASV3235950
ASV1198146	ASV3235950
ASV1198148	ASV3235950
ASV1198193	ASV3236034
ASV1198265	ASV3236076
ASV1198269	ASV69215
ASV1198360	ASV283868
ASV1198392	ASV1103465
ASV1198429	ASV1103399
ASV1198721	ASV3236283
ASV1198728	ASV3236300
ASV1198821	ASV3236406
ASV1198823	ASV3236406
ASV1198860	ASV128159
ASV1199064	ASV3236589
ASV1199071	ASV137323
ASV1199096	ASV3236607
ASV1199254	ASV3236736
ASV1199256	ASV3236736
ASV1199270	ASV3236736
ASV1199272	ASV3236736
ASV1199274	ASV3236736
ASV1199278	ASV3236736
ASV1199306	ASV1103707
ASV1199342	ASV1103668
ASV1199360	ASV138601
ASV1199381	ASV3236810
ASV1199392	ASV3236821
ASV1199404	ASV3236817
ASV1199595	ASV3236997
ASV1199623	ASV3236589
ASV1199634	ASV3237040
ASV1199650	ASV3237044
ASV1199877	ASV3236579
ASV1200051	ASV1103970
ASV1200206	ASV3237508
ASV1200487	ASV3243910
ASV1200490	ASV3243910
ASV1200496	ASV3243910
ASV1200509	ASV3243910
ASV1200513	ASV3243910
ASV1200794	ASV3237757
ASV1201055	ASV3237961
ASV1201057	ASV3237961
ASV1201103	ASV3237990
ASV1201314	ASV148911
ASV1201518	ASV1104395
ASV1201545	ASV3238450
ASV1201550	ASV3238450
ASV123017	ASV128051
ASV1276531	ASV142241
ASV1276539	ASV3239800
ASV1276550	ASV142360
ASV13719	ASV3236063
ASV13720	ASV3236093
ASV13729	ASV3236307
ASV13759	ASV3237326
ASV13760	ASV3237326
ASV13762	ASV3237484
ASV13765	ASV3237614
ASV13768	ASV3237617
ASV13769	ASV42964
ASV13775	ASV3237657
ASV13780	ASV3237722
ASV13782	ASV3237741
ASV13784	ASV3237868
ASV13785	ASV3237795
ASV13811	ASV3238285
ASV13813	ASV3238339
ASV17446	ASV3236181
ASV17457	ASV3236307
ASV17499	ASV3237115
ASV17500	ASV3237115
ASV17511	ASV3237326
ASV17512	ASV3237326
ASV17516	ASV3237506
ASV17518	ASV3237541
ASV17521	ASV1104060
ASV17525	ASV1104060
ASV17526	ASV3237335
ASV17528	ASV3237335
ASV17538	ASV69481
ASV17541	ASV1104119
ASV17546	ASV145767
ASV17550	ASV3237707
ASV17556	ASV43146
ASV17558	ASV3237747
ASV17560	ASV3237741
ASV17562	ASV3237757
ASV17564	ASV3237784
ASV17567	ASV3237868
ASV17568	ASV3237372
ASV17570	ASV3237372
ASV17571	ASV3237372
ASV17575	ASV1104262
ASV17600	ASV1104325
ASV17602	ASV1104347
ASV17604	ASV3243910
ASV17606	ASV1104347
ASV17613	ASV3238460
ASV17615	ASV3238490
ASV18480	ASV3236700
ASV2432598	ASV1104989
ASV2432602	ASV1104989
ASV25032	ASV3235908
ASV25033	ASV3235910
ASV25039	ASV3236019
ASV25040	ASV3236063
ASV25047	ASV3236115
ASV25049	ASV3236134
ASV25071	ASV127961
ASV25146	ASV3237326
ASV25147	ASV3237405
ASV25165	ASV3237520
ASV25169	ASV3237559
ASV25172	ASV3237562
ASV25174	ASV1104058
ASV25175	ASV1104058
ASV25176	ASV3237335
ASV25181	ASV3237609
ASV25184	ASV3237609
ASV25188	ASV2552519
ASV25189	ASV3237534
ASV25197	ASV3237661
ASV25200	ASV3243923
ASV25202	ASV1104157
ASV25208	ASV1104157
ASV25211	ASV43146
ASV25214	ASV3237741
ASV25219	ASV3237757
ASV25227	ASV3237741
ASV25233	ASV3237796
ASV25239	ASV1104060
ASV25241	ASV3237916
ASV25243	ASV1104262
ASV25290	ASV3238462
ASV25291	ASV3238464
ASV25292	ASV3244270
ASV25293	ASV3238460
ASV25296	ASV3238460
ASV25298	ASV3238460
ASV25299	ASV3244270
ASV25302	ASV3237757
ASV25436	ASV3240309
ASV2550511	ASV3243300
ASV2550533	ASV3243300
ASV2550567	ASV111395
ASV2550569	ASV3243300
ASV2550575	ASV3236363
ASV2553249	ASV3237951
ASV2553309	ASV3237951
ASV2553620	ASV3236164
ASV2553648	ASV3238385
ASV2553653	ASV3238385
ASV2553670	ASV3236164
ASV26771	ASV3237947
ASV283914	ASV3236181
ASV286243	ASV1104060
ASV286882	ASV1104347
ASV2940021	ASV1104347
ASV2943083	ASV3243300
ASV2943091	ASV111395
ASV2943102	ASV3243300
ASV2943307	ASV3236363
ASV2968234	ASV3237951
ASV2973710	ASV3236164
ASV2974187	ASV3238385
ASV2974234	ASV3238385
ASV2974368	ASV3236164
ASV2974654	ASV3238411
ASV3100676	ASV3239944
ASV36814	ASV3236063
ASV36815	ASV3236063
ASV36817	ASV3236063
ASV36821	ASV1103315
ASV36831	ASV3236168
ASV36832	ASV3236181
ASV36834	ASV3236181
ASV36835	ASV3236181
ASV36858	ASV3236291
ASV36871	ASV128011
ASV36924	ASV1103643
ASV37044	ASV1103938
ASV37047	ASV3237405
ASV37049	ASV3237326
ASV37050	ASV3237326
ASV37053	ASV3237326
ASV37055	ASV3237326
ASV37058	ASV3237326
ASV37060	ASV3237326
ASV37064	ASV3237488
ASV37067	ASV3237493
ASV37068	ASV3237493
ASV37069	ASV3237528
ASV37071	ASV1104060
ASV37078	ASV3237559
ASV37083	ASV3237559
ASV37085	ASV3237550
ASV37088	ASV3237335
ASV37098	ASV3237617
ASV37102	ASV3237343
ASV37117	ASV3237661
ASV37121	ASV69481
ASV37123	ASV3237609
ASV37125	ASV1104147
ASV37129	ASV3237700
ASV37135	ASV3243944
ASV37136	ASV3243944
ASV37138	ASV3237741
ASV37141	ASV3237716
ASV37153	ASV3237757
ASV37155	ASV3243910
ASV37171	ASV1104239
ASV37172	ASV1104239
ASV37174	ASV1104239
ASV37175	ASV1104239
ASV37177	ASV3237916
ASV37178	ASV3237923
ASV37180	ASV3237923
ASV37181	ASV3237923
ASV37183	ASV3243910
ASV37186	ASV3237923
ASV37214	ASV1104295
ASV37261	ASV3238285
ASV37262	ASV3238285
ASV37268	ASV3243910
ASV37270	ASV3243910
ASV37271	ASV3238087
ASV37289	ASV3238438
ASV37296	ASV37294
ASV37302	ASV1104441
ASV37310	ASV3238527
ASV37460	ASV2554807
ASV37551	ASV3240309
ASV39950	ASV1103951
ASV4049	ASV1103963
ASV4050	ASV142926
ASV5333	ASV1103963
ASV56508	ASV3236063
ASV56517	ASV1103433
ASV56533	ASV3236181
ASV56691	ASV3236797
ASV56721	ASV3236854
ASV56724	ASV3236969
ASV56817	ASV3237326
ASV56820	ASV3237326
ASV56821	ASV3237326
ASV56831	ASV1104262
ASV56833	ASV3237326
ASV56883	ASV1104060
ASV56945	ASV1104124
ASV56963	ASV145767
ASV56994	ASV3237784
ASV57012	ASV1104060
ASV57014	ASV3237916
ASV57045	ASV1104277
ASV57070	ASV1104295
ASV57083	ASV3238087
ASV57138	ASV3238285
ASV57140	ASV1104347
ASV57141	ASV1104295
ASV57183	ASV3237404
ASV57184	ASV3238429
ASV57189	ASV3238442
ASV64993	ASV1104989
ASV64994	ASV1104989
ASV8135	ASV1103963
ASV101775	ASV3236084
ASV102801	ASV3244069
ASV103591	ASV1104965
ASV1198117	ASV3235908
ASV1198123	ASV3235910
ASV1198168	ASV1103371
ASV1198194	ASV3236034
ASV1198214	ASV3236019
ASV1198220	ASV3236063
ASV1198226	ASV3236063
ASV1198230	ASV3236063
ASV1198241	ASV3236019
ASV1198270	ASV69215
ASV1198283	ASV1103315
ASV1198305	ASV3236115
ASV1198336	ASV3236134
ASV1198406	ASV3236168
ASV1198415	ASV3236181
ASV1198418	ASV3236181
ASV1198430	ASV1103399
ASV1198708	ASV3236273
ASV1198722	ASV3236283
ASV1198733	ASV3236307
ASV1198759	ASV3236307
ASV1199093	ASV56647
ASV1199140	ASV1103643
ASV1199369	ASV3236797
ASV1199377	ASV3236797
ASV1199546	ASV3236854
ASV1199556	ASV3236972
ASV1199878	ASV3236579
ASV1199921	ASV142414
ASV1199932	ASV3237335
ASV1199937	ASV3237335
ASV1199948	ASV1103938
ASV1200011	ASV3237405
ASV1200013	ASV3237405
ASV1200045	ASV3237416
ASV1200052	ASV1103970
ASV1200054	ASV3237326
ASV1200057	ASV3237326
ASV1200071	ASV3237326
ASV1200109	ASV3237326
ASV1200126	ASV3237326
ASV1200131	ASV3237326
ASV1200141	ASV3237326
ASV1200148	ASV3237326
ASV1200150	ASV3237326
ASV1200166	ASV3237484
ASV1200173	ASV3237488
ASV1200176	ASV3237493
ASV1200178	ASV3237493
ASV1200192	ASV1104021
ASV1200195	ASV3237506
ASV1200212	ASV3237520
ASV1200227	ASV3237528
ASV1200255	ASV3237541
ASV1200257	ASV3237541
ASV1200267	ASV144274
ASV1200273	ASV3237559
ASV1200275	ASV3237559
ASV1200283	ASV1104060
ASV1200286	ASV3237562
ASV1200289	ASV3237562
ASV1200294	ASV3237559
ASV1200299	ASV3237550
ASV1200304	ASV1104058
ASV1200306	ASV1104058
ASV1200313	ASV69481
ASV1200316	ASV3237335
ASV1200327	ASV3237579
ASV1200347	ASV1104060
ASV1200351	ASV3237335
ASV1200355	ASV3237335
ASV1200368	ASV1104072
ASV1200396	ASV3237609
ASV1200403	ASV2552519
ASV1200431	ASV3237614
ASV1200443	ASV3237617
ASV1200445	ASV3237617
ASV1200475	ASV42964
ASV1200477	ASV42964
ASV1200488	ASV3243910
ASV1200491	ASV3243910
ASV1200497	ASV3243910
ASV1200543	ASV3237661
ASV1200545	ASV1104124
ASV1200547	ASV3237661
ASV1200552	ASV1104072
ASV1200557	ASV3237661
ASV1200566	ASV69481
ASV1200574	ASV3243923
ASV1200576	ASV1104119
ASV1200578	ASV1104119
ASV1200600	ASV42964
ASV1200605	ASV3243923
ASV1200615	ASV1104147
ASV1200621	ASV1104153
ASV1200627	ASV1104157
ASV1200633	ASV3237700
ASV1200636	ASV145767
ASV1200641	ASV3238490
ASV1200652	ASV2552805
ASV1200656	ASV3237722
ASV1200661	ASV3237707
ASV1200673	ASV3243944
ASV1200682	ASV2965047
ASV1200683	ASV1104157
ASV1200686	ASV3237741
ASV1200690	ASV3237716
ASV1200706	ASV3237722
ASV1200727	ASV43146
ASV1200732	ASV43146
ASV1200755	ASV3237741
ASV1200764	ASV3237747
ASV1200773	ASV3237741
ASV1200776	ASV3237741
ASV1200795	ASV3237757
ASV1200799	ASV1200798
ASV1200800	ASV3237722
ASV1200810	ASV3237741
ASV1200814	ASV3237757
ASV1200830	ASV3237757
ASV1200840	ASV3237722
ASV1200844	ASV3237757
ASV1200880	ASV3237784
ASV1200884	ASV3237868
ASV1200914	ASV3237372
ASV1200920	ASV3237372
ASV1200930	ASV3237372
ASV1200935	ASV3237372
ASV1200937	ASV3237372
ASV1200944	ASV3237372
ASV1200953	ASV1104239
ASV1200955	ASV1104239
ASV1200963	ASV146864
ASV1200973	ASV1104060
ASV1200976	ASV1104060
ASV1200981	ASV3237916
ASV1200984	ASV3237923
ASV1200993	ASV3237923
ASV1201000	ASV1104262
ASV1201002	ASV1104262
ASV1201014	ASV3237372
ASV1201056	ASV3237961
ASV1201058	ASV3237961
ASV1201060	ASV3237961
ASV1201315	ASV148911
ASV1201336	ASV3238285
ASV1201343	ASV1104347
ASV1201383	ASV3243910
ASV1201407	ASV3243910
ASV1201411	ASV3238339
ASV1201434	ASV1104347
ASV1201527	ASV3237404
ASV1201530	ASV3238464
ASV1201541	ASV3238442
ASV1201551	ASV3238450
ASV1201565	ASV3238462
ASV1201571	ASV3238464
ASV1201576	ASV3244270
ASV1201584	ASV3238460
ASV1201586	ASV3238460
ASV1201590	ASV3238460
ASV1201594	ASV3244270
ASV1201601	ASV1104441
ASV1201603	ASV1104441
ASV1201622	ASV3238490
ASV1201634	ASV3238490
ASV1269985	ASV132517
ASV1269987	ASV2554097
ASV1269999	ASV3238527
ASV1270726	ASV2554807
ASV1276521	ASV886638
ASV1276532	ASV142241
ASV1314196	ASV3240309
ASV13815	ASV3238385
ASV13816	ASV3236164
ASV1387743	ASV3238055
ASV1387746	ASV3238055
ASV14379	ASV3236743
