sample_id	h0	h1	h2
ERS3645184	100.0	19.96518315680853	9.897142280964871
ERS3645185	122.0	41.25468444640142	18.322754217513726
ERS3645186	161.0	44.69083662287917	25.372891520727997
ERS3645187	84.0	16.23551692524923	8.287233900508365
ERS3645188	101.0	28.042804832646528	15.639280117307788
ERS3645189	220.0	84.09449123292437	50.537076155408194
ERS3645190	185.0	45.92772786600282	22.50269889992317
ERS3645191	158.0	49.16901132964018	24.481365235762887
ERS3645192	189.0	53.742649558268376	27.683444301809867
ERS3645193	125.0	17.186166376050423	7.1258249566692085
ERS3645194	154.0	34.4368499379605	17.171998057032027
ERS3645195	172.0	32.605407816237914	12.109531885004976
ERS3645196	119.0	34.15541582628254	17.732343041987907
ERS3645197	104.0	31.123758194579622	15.156717343107983
ERS3645198	125.0	34.60756829279441	16.396446840898374
ERS3645199	98.0	22.40202200332416	10.279808667487845
ERS3645200	119.0	33.231578262953576	21.339939799238916
ERS3645201	122.0	23.52361924116107	8.535938451955241
ERS3645202	190.0	54.08410931386532	28.199499742094698
ERS3645203	212.0	57.41406490077951	26.20462805517864
ERS3645204	133.0	18.793225550560145	5.994964783431563
ERS3645205	161.0	37.876810481649954	19.270791018229307
ERS3645206	151.0	26.141259649560755	11.33489894161795
ERS3645207	99.0	21.707668181340022	9.815966404593523
ERS3645208	144.0	44.048681740081726	19.82086327675363
ERS3645209	197.0	69.66930525180628	38.80271566865079
ERS3645210	178.0	29.6982175737628	10.844614596099504
ERS3645211	144.0	29.15616808442606	13.651710330413495
ERS3645212	103.0	35.01186051585649	19.79215212303405
ERS3645213	168.0	34.61653157520008	18.07557193840905
ERS3645214	238.0	65.47510208355084	33.66831034350156
ERS3645215	209.0	58.59572255529344	26.95078669732675
ERS3645216	185.0	61.34342501886331	29.540043944698805
ERS3645217	277.0	71.53682822502196	28.27000422854803
ERS3645218	202.0	59.59251487865054	33.4220601696069
ERS3645219	144.0	32.69564543135699	17.281563699594162
ERS3645220	187.0	69.44127560019633	37.74361261825191
ERS3645221	242.0	49.835137016394064	22.827511323154464
ERS3645222	149.0	22.900263482368832	9.149174214477219
ERS3645223	193.0	27.8411332838961	10.202075436774265
ERS3645224	101.0	24.22285469076435	14.02398211761494
ERS3645225	108.0	24.654721229443787	12.186544704418008
ERS3645226	203.0	25.807417769307946	9.628375118829927
ERS3645227	268.0	62.65561775006123	28.605044967474743
ERS3645228	74.0	13.02243111202828	6.161727423042169
ERS3645229	145.0	38.03411950708499	17.704752497806066
ERS3645230	186.0	57.8188022217516	31.524763588817596
ERS3645231	122.0	35.56637910218647	19.354571348084367
ERS3645232	179.0	54.126534411196445	27.955151528827393
ERS3645233	133.0	50.2362930168017	28.87209515877915
ERS3645234	165.0	39.74809459835078	15.467030296809206
ERS3645235	161.0	28.495040796380362	12.393876447902672
ERS3645236	154.0	32.822821193828155	17.51629375326492
ERS3645237	315.0	108.02567204368405	60.03707469221984
ERS3645238	152.0	23.519565515371493	11.631580660518134
ERS3645239	84.0	19.501946010446762	10.490857479402901
ERS3645240	74.0	11.433176398008703	6.182287469744233
ERS3645241	25.0	6.2956647554174605	4.3015848227608755
ERS3645242	71.0	19.504768929201603	12.693626594889647
ERS3645243	291.0	94.25272114108417	48.489036208757184
ERS3645244	47.0	11.048074929603978	7.406531618780386
